app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,DTI,UR,PLE
-337,,,15-Jul-05,0,SC,19,0,P,,100,18,1,,11,1,23,,0,60.671875,1,1,121,3,3,,0.00,0.00
-330,,,15-Jul-05,1,SN,22,0,P,,,7,1,90,0,0,,,0.271330017,57.5390625,,0,0,3,-1,,,0.00
-324,,,15-Jul-05,0,SA,19,0,P,,,31,1,,21,0,10,,0,20.328125,1,1,14,3,-1,,,0.00
345,1,0,15-Jul-05,1,SA,21,,P,,,13,,1,3,,13,,0.094981908,34.2265625,,0,,5,-1,,,0.00
-360,,,15-Jul-05,0,SO,23,0,R,3,250,2,2,185,,0,,62,0.030386195,45,5,0,,2,0,,0.25,0.00
-320,,,15-Jul-05,0,SO,43,,H,,5150,34,1,,,5,,154,0.01157138,90.078125,2,0,0,3,2,,0.03,0.00
341,1,0,15-Jul-05,1,SO,21,,P,,,,,,21,,13,,0.262221587,33.2578125,,0,,5,-1,,,0.00
-338,,,15-Jul-05,0,SB,22,2,,,,35,1,,,4,20,,0.176537496,57.9453125,,0,0,3,-1,,,0.09
-342,,,15-Jul-05,0,SN,29,1,R,,,57,1,,,,,,0,26.1875,1,0,0,3,1,,,0.03
-358,,,15-Jul-05,1,SO,17,1,P,,,,,,0,,,,0,21.37109375,,0,,5,-1,,,0.06
350,1,0,15-Jul-05,800,SB,45,,R,,250,18,2,40,,6,,465,0.266229864,38.671875,,0,,5,-1,0.58,1.86,0.00
333,1,0,15-Jul-05,11,SD,18,1,P,,,15,2,,,,1,,0.350622478,55.28125,1,1,0,3,2,0.00,,0.06
-354,,,15-Jul-05,0,SN,29,0,P,1,,6,3,14,,4,,,0.160335346,59.8125,2,0,,5,2,,,0.00
-353,,,15-Jul-05,0,SD,20,0,P,,,10,,439,3,1,,,0.118397041,20.76171875,1,0,,5,0,,,0.00
-325,,,15-Jul-05,480,SC,21,3,P,,950,30,1,,22,4,18,,0.042853972,70.65625,1,1,614,3,1,0.00,0.00,0.14
-357,,,15-Jul-05,1580,SO,42,1,R,,,,,,,,,,0,53.75,1,0,,5,1,0.00,,0.02
-348,,,15-Jul-05,0,SL,22,1,R,1,1350,2,2,,,,,,0.298678624,26.51171875,1,1,,1,4,,0.00,0.05
349,1,0,15-Jul-05,0,SA,19,1,P,,100,15,1,,0,0,3,,0,80.546875,,0,0,3,-1,,0.00,0.05
322,0,1,15-Jul-05,0,SB,18,1,P,,,,,,4,,5,,0,,1,0,,5,0,,,0.06
344,0,1,15-Jul-05,0,SO,20,1,P,1,,5,1,0,1,,6,,0.047101932,57.4609375,,0,0,3,-1,,,0.05
352,0,1,15-Jul-05,320,SN,20,1,P,1,1100,5,2,0,6,3,12,,0.06029933,78.640625,2,1,0,3,2,0.00,0.00,0.05
321,1,0,15-Jul-05,1540,FT,38,0,R,,,,,,,,,,0.089791245,51.609375,,0,,5,-1,0.00,,0.00
329,0,1,15-Jul-05,0,SO,18,,P,,,28,1,,,,,,0.076987326,31.10546875,,0,0,3,-1,,,0.00
-331,,,15-Jul-05,0,SO,17,1,P,,,,,,5,,13,,0.234958622,83.9375,,0,,5,-1,,,0.06
339,1,0,15-Jul-05,0,SE,18,0,P,,,,,,,,,,0.386072545,57.9296875,,0,,5,-1,,,0.00
327,1,0,15-Jul-05,0,SO,16,0,P,,,,,,11,,16,,0.056337707,27.62109375,,0,,5,-1,,,0.00
-359,,,15-Jul-05,0,SN,31,1,R,2,,3,3,0,,1,1,,0.140711989,56.1953125,,0,0,3,-1,,,0.03
-326,,,15-Jul-05,0,SL,22,5,P,,7500,11,4,20,,,,6076,0.025382596,77.4375,1,4,2507,2,-1,,0.81,0.23
-335,,,15-Jul-05,1,SG,25,1,H,1,,4,,0,,,,,0.048656508,75.234375,,0,,5,3,,,0.04
-363,,,16-Jul-05,0,SH,38,1,R,,50,31,2,0,,7,,,0.47430609,54.1640625,2,0,0,3,1,,0.00,0.03
382,1,0,16-Jul-05,0,SL,20,,P,1,500,3,1,,12,,9,,0,67.9375,,0,0,3,-1,,0.00,0.00
374,1,0,16-Jul-05,0,SO,23,,R,,,,,,,,,,0.111626403,77.203125,,0,,5,-1,,,0.00
383,0,1,16-Jul-05,0,SO,21,2,P,,,19,2,,4,,1,,0,43.1171875,1,1,1107,3,3,,,0.10
-366,,,16-Jul-05,1,SC,23,2,R,,,28,1,,,,,,0.127376329,54.0390625,,0,0,3,-1,,,0.09
376,1,0,16-Jul-05,0,SM,20,2,,,,6,,0,10,1,6,,0.552401662,55.8203125,,0,,5,-1,,,0.10
378,1,0,16-Jul-05,1,SF,20,1,R,,500,12,1,0,,,,,0.201479747,67.796875,1,1,360,3,-1,,0.00,0.05
361,1,0,16-Jul-05,480,SO,23,5,P,,200,14,2,25,14,5,12,,0,81,1,2,72,3,-1,0.00,0.00,0.22
377,0,1,16-Jul-05,1,SL,21,0,P,,,19,,,22,1,2,,0,39.203125,,0,,5,-1,,,0.00
368,0,1,16-Jul-05,1,SA,23,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
380,1,0,16-Jul-05,0,FT,24,,R,,,,,,,,,,0.044896133,17.66015625,,0,,5,-1,,,0.00
-367,,,16-Jul-05,0,SL,20,0,P,1,100,4,1,,24,4,57,,0.448951673,41.203125,3,0,0,3,1,,0.00,0.00
364,1,0,16-Jul-05,0,SO,23,3,P,,750,11,1,,,19,28,61,0.03507211,73.5625,1,1,412,3,0,,0.08,0.13
365,1,0,16-Jul-05,1,SM,22,4,P,,4300,7,3,0,23,5,20,712,0.082439714,58.671875,2,3,2027,3,0,,0.17,0.18
381,1,0,16-Jul-05,500,SO,18,,P,,700,7,1,,,,2,,0.042954415,54.234375,1,1,2,3,3,0.00,0.00,0.00
404,0,1,19-Jul-05,0,SB,19,0,P,,,,,,14,0,38,,0,32.703125,,0,,5,-1,,,0.00
-423,,,19-Jul-05,1,SO,17,0,P,,,,,,20,0,10,,0.033911259,30.86328125,,0,,5,-1,,,0.00
-414,,,19-Jul-05,0,SH,20,0,P,,,10,2,79,25,2,13,,0,70.234375,1,1,0,3,-1,,,0.00
-407,,,19-Jul-05,0,SE,22,5,P,,,,,,,,,,0,,,0,,4,-1,,,0.23
408,1,0,19-Jul-05,800,SB,19,,P,,,,,,19,0,8,,0.071575919,50.1875,1,0,,5,2,0.00,,0.00
411,1,0,19-Jul-05,1,SE,24,,R,,,6,1,0,,,,,0.104911156,44.234375,,0,0,3,-1,,,0.00
-426,,,19-Jul-05,0,SO,17,1,P,,,,,,20,,33,,0.00519125,67.859375,,0,,5,-1,,,0.06
412,1,0,19-Jul-05,1,SO,16,,P,,,,,,5,,6,,0.06401227,54.15625,,0,,5,-1,,,0.00
403,0,1,19-Jul-05,0,SO,19,0,P,,,6,2,230,3,1,35,,0.18622055,61.15625,1,2,33,3,-1,,,0.00
-417,,,19-Jul-05,0,SN,21,4,R,,,45,1,,,,,,0.42649147,47.3046875,1,0,0,3,1,,,0.19
422,1,0,19-Jul-05,0,SO,19,,R,,,9,1,,,,,,0.296027812,70.59375,,0,0,3,-1,,,0.00
-416,,,19-Jul-05,160,SM,20,,R,1,500,3,,,3,0,1,,0.15033786,44.46875,1,0,,5,1,0.00,0.00,0.00
-434,,,19-Jul-05,0,SD,23,1,,,950,31,1,,,,,,0,,,0,0,3,-1,,0.00,0.04
402,1,0,19-Jul-05,0,SO,18,,R,,,,,,,,,,0,,,0,,5,-1,,,0.00
420,1,0,19-Jul-05,0,SB,18,0,P,,,28,1,,17,0,17,,0.012416982,69.515625,,0,0,3,-1,,,0.00
406,1,0,19-Jul-05,0,SO,18,,P,,,10,1,,24,0,47,,0,55.3359375,,0,0,3,4,,,0.00
-398,,,19-Jul-05,40,SO,19,,P,,,,,,6,0,20,,0.303056599,46.375,,0,,5,-1,0.00,,0.00
430,1,0,19-Jul-05,1,SO,20,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
389,1,0,19-Jul-05,0,SO,21,,R,,,12,1,,0,,5,,0.002307939,21.265625,,0,0,3,-1,,,0.00
429,1,0,19-Jul-05,0,SL,25,99999,P,,,26,,,,,2,,0,45.6484375,,0,,5,-1,,,
-394,,,19-Jul-05,0,SB,18,1,P,,,22,1,,3,0,7,,0,46.78125,2,0,0,3,0,,,0.06
-421,,,19-Jul-05,0,SF,20,1,P,,,,,,,,6,,0,61.78125,,0,,5,-1,,,0.05
-384,,,19-Jul-05,0,SN,38,0,H,3,4500,6,3,45,,6,,3751,0.058153417,64.25,2,1,0,3,0,,0.83,0.00
-425,,,19-Jul-05,0,SM,22,2,R,1,,2,1,19,,,,,0.181847177,48.6875,1,0,0,3,0,,,0.09
-435,,,19-Jul-05,0,SD,23,1,,,950,31,1,,,,,,0,,,0,0,3,-1,,0.00,0.04
-413,,,19-Jul-05,500,SA,17,,P,,,,,,1,,5,,0.271618326,72.40625,,0,,5,-1,0.00,,0.00
418,1,0,19-Jul-05,10,SF,19,,P,,500,10,1,,13,0,38,,0.381779423,64.03125,,0,0,3,-1,0.00,0.00,0.00
-432,,,19-Jul-05,0,SD,50,1,R,,4600,12,1,1,,6,,1,0.273762083,35.7734375,1,0,0,3,1,,0.00,0.02
427,0,1,19-Jul-05,0,SO,18,1,P,,,28,1,,7,,8,,0.019041933,48.09375,,0,0,3,-1,,,0.06
419,1,0,19-Jul-05,0,SC,21,3,P,,300,15,2,,2,2,11,,0.035077765,91.84375,1,1,0,3,-1,,0.00,0.14
409,1,0,19-Jul-05,1,SB,23,1,R,,2100,23,,,,,,,0.598415086,13.0625,,0,,5,-1,,0.00,0.04
-393,,,19-Jul-05,0,SB,20,1,R,,,9,1,,,,,,0.195749089,40.640625,1,0,0,3,0,,,0.05
385,1,0,19-Jul-05,1,SO,21,,P,,,19,1,,5,2,8,,0.05221588,64.203125,1,0,,5,0,,,0.00
405,0,1,19-Jul-05,1,SO,23,,R,,,,,,,,,,0.272819179,58.6875,,0,,5,-1,,,0.00
428,0,1,19-Jul-05,380,SA,18,0,P,,,,,,,15,15,,0.064337296,50.8828125,,0,,5,-1,0.00,,0.00
424,1,0,19-Jul-05,1,SM,44,6,P,,4700,75,,,,0,,311,0,56.40625,,0,,5,-1,,0.07,0.14
-464,,,20-Jul-05,0,SC,18,0,P,,,,,,23,0,42,,0,90.15625,1,0,,5,0,,,0.00
-462,,,20-Jul-05,0,SA,17,0,P,,,,,,6,,23,,0.041487517,57.7578125,,0,,5,-1,,,0.00
446,0,1,20-Jul-05,0,SA,18,0,P,,,,,,12,0,15,,0.219254388,49.953125,,0,,5,-1,,,0.00
-438,,,20-Jul-05,1200,SO,23,3,H,,2250,7,1,0,,0,,,0.149812824,29.27734375,2,1,997,3,0,0.00,0.00,0.13
-453,,,20-Jul-05,0,SH,22,0,R,,,,,,,,,,0.112505946,30.9140625,,0,,5,-1,,,0.00
-460,,,20-Jul-05,1520,SM,23,5,R,1,1900,2,2,0,,,,526,0.406422121,67.84375,1,2,708,3,1,0.35,0.28,0.22
-441,,,20-Jul-05,0,SA,19,0,P,,,,,,2,,5,,0.056590108,56.546875,,0,,5,-1,,,0.00
447,0,1,20-Jul-05,0,SM,20,2,P,,1450,11,1,,19,0,26,,0,51.5,1,1,1454,3,1,,0.00,0.10
452,1,0,20-Jul-05,0,SA,21,2,P,,150,15,,0,13,2,31,,0,84.90625,1,0,,5,1,,0.00,0.10
457,0,1,20-Jul-05,0,SO,22,,R,,,,,,,,,,0.465481587,45.7265625,,0,,5,-1,,,0.00
450,1,0,20-Jul-05,0,SO,19,0,P,,,18,1,,12,,26,,0.063488544,78.40625,1,0,0,3,1,,,0.00
439,1,0,20-Jul-05,400,SB,20,,,,,6,,0,,,,,0.095566617,61.421875,,0,,5,-1,0.00,,0.00
456,1,0,20-Jul-05,0,SN,18,,P,,,,,,14,1,12,,0,67.28125,,0,,5,-1,,,0.00
-463,,,20-Jul-05,0,SK,19,1,P,,,7,2,,12,0,8,,0.055188198,25,2,2,506,3,0,,,0.05
448,1,0,20-Jul-05,1,SO,18,0,P,1,1050,5,1,50,18,1,37,1085,0.073128835,65.671875,1,0,0,3,2,,1.03,0.00
449,0,1,20-Jul-05,0,SA,22,3,,,,14,1,1,,,,,0.18600686,51.53125,,0,,5,-1,,,0.14
-458,,,20-Jul-05,0,SM,31,2,R,,5450,13,1,22,0,3,9,1707,0,46.546875,,0,,5,-1,,0.31,0.06
-436,,,20-Jul-05,0,SN,29,3,,,,62,1,,9,,3,,0.118086936,78.265625,,0,,5,-1,,,0.10
461,0,1,20-Jul-05,0,SB,20,0,P,,150,6,1,0,18,,17,155,0.120406122,59.1875,,0,0,3,4,,1.03,0.00
-442,,,20-Jul-05,0,SB,20,0,P,,,20,,1,7,2,10,,0.105613995,41.0078125,,0,,5,-1,,,0.00
482,1,0,21-Jul-05,0,SL,24,3,P,,950,12,2,25,,,,,0,,1,1,0,3,-1,,0.00,0.13
-472,,,21-Jul-05,0,SO,19,,R,,,,,,,,,,0.00209957,24.90625,,0,,5,-1,,,0.00
-488,,,21-Jul-05,0,SD,24,0,P,,,25,,158,,,,,0.083414693,45.8515625,2,0,,5,0,,,0.00
-475,,,21-Jul-05,500,SO,25,,R,1,,2,1,,,,,,0.177843202,56.2421875,1,0,0,3,1,0.00,,0.00
484,0,1,21-Jul-05,1,SK,18,,R,,,,,,,,1,,0.206510292,28.8984375,1,0,,5,1,,,0.00
477,0,1,21-Jul-05,0,SF,23,2,P,,,34,,,3,3,8,,0,42.8984375,1,0,,5,0,,,0.09
481,1,0,21-Jul-05,0,SB,28,2,P,2,1800,2,3,0,,,1,1768,0.30291325,87.953125,1,1,0,2,1,,0.98,0.07
-503,,,21-Jul-05,0,SO,18,0,P,,,,,,25,0,5,,0.033809825,60.2109375,,0,,5,-1,,,0.00
-469,,,21-Jul-05,1,SD,21,0,P,,1550,9,4,,6,0,57,,0.515726239,56.0078125,1,3,1783,3,3,,0.00,0.00
498,1,0,21-Jul-05,0,SO,19,1,P,,,18,1,,14,0,13,,0,24.58203125,,0,0,3,-1,,,0.05
-500,,,21-Jul-05,0,SB,22,1,P,,,28,,55,1,3,8,,0.080361688,22.20703125,1,0,,5,1,,,0.05
-476,,,21-Jul-05,1,SB,18,0,P,3,850,2,1,,2,0,28,,0,11.65625,1,0,0,3,1,,0.00,0.00
474,1,0,21-Jul-05,100,SO,21,4,R,,,,,,2,3,13,,0,70.203125,,0,,5,-1,0.00,,0.19
-499,,,21-Jul-05,0,SC,23,1,P,,,34,2,,1,,1,,0,70.328125,1,1,0,3,-1,,,0.04
489,1,0,21-Jul-05,0,SL,21,3,P,2,200,6,4,,6,3,7,,0.449629705,57.9375,3,3,298,3,0,,0.00,0.14
490,1,0,21-Jul-05,0,SO,21,,P,,,,,,26,4,28,,0.047600431,48.5625,,0,,5,-1,,,0.00
468,1,0,21-Jul-05,0,SC,27,0,R,,,,,,,,,,0.334754881,38.5078125,,0,,5,-1,,,0.00
-486,,,21-Jul-05,1,SD,20,0,,,,38,1,,19,3,38,,0,48.71875,,0,0,3,-1,,,0.00
479,1,0,21-Jul-05,1,SA,29,6,H,,8550,8,,,,3,,3844,0.03426387,26.66015625,,0,,5,-1,,0.45,0.21
492,0,1,21-Jul-05,0,SD,18,1,P,,1100,8,2,45,6,0,34,,0.023344902,63.71875,1,2,1012,3,1,,0.00,0.06
-487,,,21-Jul-05,0,SD,19,0,P,,,73,2,,5,0,21,,0.142283095,51.9140625,,0,0,3,-1,,,0.00
-506,,,21-Jul-05,0,SN,35,0,H,1,100,1,2,176,,1,,249,0.014950743,64.59375,1,1,0,3,1,,2.49,0.00
-501,,,21-Jul-05,500,SL,19,,P,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
493,0,1,21-Jul-05,0,SO,21,,R,,,,,,,,,,0.331775213,58.4453125,,0,,5,-1,,,0.00
471,0,1,21-Jul-05,0,SO,20,,R,,,,,,,,,,0.053465113,80.796875,,0,,5,-1,,,0.00
-480,,,21-Jul-05,0,SC,19,1,P,,,12,2,0,,0,4,,0.083752942,43.140625,,0,0,3,-1,,,0.05
-494,,,21-Jul-05,300,SO,20,,R,,,,,,,,,,0.078227605,70.109375,,0,,5,-1,0.00,,0.00
-466,,,21-Jul-05,1400,SM,33,,R,,,,,,,,,,0,,1,0,,5,1,0.00,,0.00
515,1,0,22-Jul-05,100,SO,22,4,R,,350,27,,,,,,32,0.455958159,56.2109375,,0,,5,-1,0.32,0.09,0.18
-514,,,22-Jul-05,1,SB,19,0,P,,50,11,3,,16,1,46,,0.054081185,78.640625,1,2,0,3,2,,0.00,0.00
-513,,,22-Jul-05,0,SO,20,1,P,,150,9,1,0,4,3,11,,0.123368495,68.109375,1,1,93,3,4,,0.00,0.05
-539,,,22-Jul-05,22,SC,20,1,P,,500,12,2,,15,2,7,0,0.132791225,51.71875,,0,0,3,-1,0.00,0.00,0.05
512,1,0,22-Jul-05,0,SF,18,1,P,,,11,1,0,25,1,19,,0.055946274,78.453125,1,0,0,3,1,,,0.06
-527,,,22-Jul-05,0,SF,19,0,P,,,,,,19,0,6,,0.049905529,57.8515625,1,0,,5,1,,,0.00
532,0,1,22-Jul-05,0,SO,26,4,R,,,,,,,,,,0.002945941,49.4375,,0,,5,-1,,,0.15
531,1,0,22-Jul-05,0,SC,21,0,P,,,,,,5,3,6,,0.349069199,76.015625,,0,,5,-1,,,0.00
-519,,,22-Jul-05,0,SL,32,0,R,,,,,,,,,,0.035137499,53.5546875,,0,,5,-1,,,0.00
533,1,0,22-Jul-05,0,SO,27,,,,,,,,,,,,0,30.65625,,0,,5,-1,,,0.00
-521,,,22-Jul-05,0,SB,25,,,,,9,,0,,,,,0.187719539,73.109375,,0,,5,-1,,,0.00
517,0,1,22-Jul-05,1,SO,42,,,,,29,1,,,,,,0,63.6953125,,0,,1,-1,,,0.00
-528,,,22-Jul-05,0,SE,20,0,P,1,,3,1,259,,,,,0.241170655,44.2265625,2,0,0,3,1,,,0.00
536,1,0,22-Jul-05,40,SO,19,0,P,1,1700,5,1,,16,,11,0,0,88.125,2,0,0,3,1,0.00,0.00,0.00
523,1,0,22-Jul-05,400,SO,19,,P,,,7,1,0,2,0,2,,0,62.8203125,,0,0,3,-1,0.00,,0.00
530,1,0,22-Jul-05,1,SO,23,,R,,,9,1,,,,,,0,,,0,0,3,-1,,,0.00
537,0,1,22-Jul-05,0,SO,21,1,P,,750,14,1,0,,6,7,0,0.777968954,48.1796875,,0,0,3,-1,,0.00,0.05
535,1,0,22-Jul-05,0,SB,22,,,,,,,,,,,,0,33.3671875,,0,,5,-1,,,0.00
-529,,,22-Jul-05,0,SC,19,1,P,,,,,,,0,4,,0,73.640625,,0,,5,4,,,0.05
522,1,0,22-Jul-05,0,SO,18,0,P,,,,,,0,0,5,,0.379516728,52.390625,1,0,,5,1,,,0.00
518,1,0,22-Jul-05,0,SO,21,,P,,,,,,1,,,,0,50.4765625,,0,,5,-1,,,0.00
507,1,0,22-Jul-05,0,SA,18,0,P,1,50,1,1,,0,0,5,,0.024630367,50.59375,1,0,0,3,1,,0.00,0.00
520,1,0,22-Jul-05,0,SL,19,1,P,,2300,11,2,,16,0,26,155,0,80.53125,1,2,827,3,0,,0.07,0.05
556,1,0,23-Jul-05,0,SO,17,,P,,,,,,3,,12,,0,,,0,,5,-1,,,0.00
-552,,,23-Jul-05,0,SA,20,1,P,,100,13,2,,,,3,,0.139212238,73.625,1,1,0,3,-1,,0.00,0.05
548,1,0,23-Jul-05,1,SO,23,0,P,,,20,1,0,11,4,10,,0.041529477,52.640625,,0,0,3,-1,,,0.00
-559,,,23-Jul-05,1,SL,22,4,P,,1450,9,3,45,21,,25,899,0.181800936,53.96875,2,2,2419,3,1,,0.62,0.18
-541,,,23-Jul-05,1,SF,42,0,R,,50,12,3,0,,0,,,0.058213581,32.4765625,1,1,0,3,-1,,0.00,0.00
564,1,0,23-Jul-05,1,SO,20,3,P,,,8,2,0,18,0,22,,0.054254269,38.1171875,1,2,328,3,1,,,0.15
-565,,,23-Jul-05,0,SL,20,1,,,850,13,3,44,10,3,18,,0.008780502,62.546875,1,3,746,3,4,,0.00,0.05
545,1,0,23-Jul-05,0,SO,24,1,P,,,,,,,1,,,0.1935411,51.2265625,1,0,,5,0,,,0.04
542,1,0,23-Jul-05,0,SO,17,99999,P,,,,,,,0,,,0,30.05078125,,0,,5,-1,,,
558,0,1,23-Jul-05,0,SA,19,1,P,,,32,1,,,,,,0.062826336,17.39453125,,0,0,3,-1,,,0.05
554,0,1,23-Jul-05,360,SN,19,3,R,,800,18,1,,19,3,31,868,0.187271185,61.9296875,1,1,1014,3,0,2.41,1.09,0.16
549,0,1,23-Jul-05,0,SA,23,2,,,,37,,,,,,,0,50.0625,,0,,5,-1,,,0.09
568,0,1,23-Jul-05,200,SB,20,1,P,1,700,1,3,,,3,,744,0,84.953125,2,2,737,3,0,3.72,1.06,0.05
567,1,0,23-Jul-05,0,SO,25,,,,,,,,,,,,0.014282011,32.4609375,,0,,5,-1,,,0.00
563,1,0,23-Jul-05,0,SO,32,,P,,,,,,,,,,0,,,0,,4,-1,,,0.00
-553,,,23-Jul-05,640,SA,19,0,R,,,,,,,,,,0,,,0,,5,-1,0.00,,0.00
-550,,,23-Jul-05,0,SG,18,0,P,1,,4,1,0,13,0,24,,0.058526755,66.375,1,0,0,3,2,,,0.00
-555,,,23-Jul-05,1500,SF,20,,R,2,,3,,0,0,,20,,0.198122163,81.359375,1,0,,5,0,0.00,,0.00
544,1,0,23-Jul-05,1,SL,24,2,P,,350,15,,0,26,6,18,33,0.087125612,63.3828125,,0,,5,-1,,0.09,0.08
557,1,0,23-Jul-05,500,SB,25,,R,2,,4,1,0,,,,,0.464734115,37.8203125,1,0,0,3,1,0.00,,0.00
-570,,,23-Jul-05,560,SN,25,2,P,,2400,13,3,40,26,6,36,1302,0.022676084,67.546875,,0,0,3,4,2.33,0.54,0.08
-546,,,23-Jul-05,0,SL,29,1,P,,2000,7,1,0,5,3,57,930,0.012189202,70.984375,2,0,0,3,1,,0.47,0.03
569,1,0,23-Jul-05,340,SO,18,,P,,,8,,,11,1,26,,0,72.1875,,0,,5,3,0.00,,0.00
572,1,0,26-Jul-05,1,SB,24,1,R,3,200,2,2,0,,1,,0,0.562444467,33.3671875,2,1,0,3,0,,0.00,0.04
-613,,,26-Jul-05,100,SD,21,,R,,,,,,,,,,0,,2,0,,5,0,0.00,,0.00
-604,,,26-Jul-05,0,SG,26,0,,,,,,,,,,,0.18486201,35.3203125,1,0,,5,0,,,0.00
-584,,,26-Jul-05,0,SM,16,0,P,,,,,,,,,,0.06562951,56.0546875,1,0,,5,0,,,0.00
-585,,,26-Jul-05,0,SD,20,0,P,,,39,1,,0,,6,,0.324315911,56.21875,,0,0,3,-1,,,0.00
-603,,,26-Jul-05,0,SO,18,1,P,1,1300,3,3,,6,2,27,0,0,75.796875,1,2,0,3,4,,0.00,0.06
573,1,0,26-Jul-05,0,SH,21,4,P,,2850,30,1,,21,2,5,,0.021952547,78.828125,1,1,3631,3,0,,0.00,0.19
-593,,,26-Jul-05,0,SL,24,3,P,,,8,1,40,18,7,52,,0,62.5703125,,0,0,3,2,,,0.13
589,1,0,26-Jul-05,0,SL,22,0,P,,2100,10,2,0,22,5,14,434,0.12445262,47.0078125,1,1,0,3,4,,0.21,0.00
-579,,,26-Jul-05,0,SO,20,0,P,,1500,26,3,0,16,1,32,,0,94.921875,1,2,1697,3,0,,0.00,0.00
612,1,0,26-Jul-05,0,SB,22,3,P,,350,16,1,,17,3,24,342,0.09408399,75.3125,,0,0,3,-1,,0.98,0.14
602,1,0,26-Jul-05,500,SO,18,,P,,,,,,16,0,16,,0.1690302,40.4296875,,0,,5,-1,0.00,,0.00
-583,,,26-Jul-05,0,SO,20,0,P,,,11,1,0,2,5,10,,0,93.328125,1,0,0,3,0,,,0.00
-606,,,26-Jul-05,0,SA,22,3,P,,1500,15,1,94,,1,4,712,0.093611361,59.3515625,2,1,969,2,1,,0.47,0.14
-586,,,26-Jul-05,0,SB,23,4,P,1,1050,5,2,0,9,5,2,620,0.277059603,38.4765625,1,2,1661,3,2,,0.59,0.17
-601,,,26-Jul-05,2,SD,22,0,R,,250,7,4,175,,2,,372,0.211575645,29.546875,1,1,0,3,-1,,1.49,0.00
605,1,0,26-Jul-05,0,SD,19,,P,1,100,1,,,,1,,,0.036237436,22.56640625,,0,,5,-1,,0.00,0.00
-596,,,26-Jul-05,1,SO,36,4,R,,,,,,,,,,0,37.84375,,0,,5,-1,,,0.11
599,0,1,26-Jul-05,400,SO,23,,R,1,,1,1,,,,,,0,,1,0,0,3,1,0.00,,0.00
-576,,,26-Jul-05,0,SG,29,0,H,,850,7,4,,,2,,,0.145209027,65.328125,3,2,0,3,0,,0.00,0.00
-590,,,26-Jul-05,0,SL,20,2,R,,1450,22,1,25,,,4,,0.105998009,56.7421875,1,1,1590,3,-1,,0.00,0.10
577,0,1,26-Jul-05,0,SO,18,0,P,,,,,,20,,33,,0.025048787,42.9375,2,0,,5,0,,,0.00
-594,,,26-Jul-05,0,SH,19,0,P,,,,,,,,,,0,56.015625,,0,,5,-1,,,0.00
-574,,,26-Jul-05,0,SO,23,2,,2,,5,1,,0,,5,,0,71.921875,3,0,0,3,0,,,0.09
598,0,1,26-Jul-05,400,SO,24,,R,,,,,,,,,,0,,,0,,5,-1,0.00,,0.00
588,0,1,26-Jul-05,1,SM,21,2,R,,,,,,,0,,,0.028711601,56.3203125,,0,,5,3,,,0.10
636,0,1,27-Jul-05,1,SA,19,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.05
-639,,,27-Jul-05,1,SO,19,0,P,,50,17,3,1,3,3,14,,0.104288284,62.203125,1,2,0,3,-1,,0.00,0.00
620,1,0,27-Jul-05,0,SA,17,0,P,,,,,,,9,9,,0.027166239,56.125,,0,,5,-1,,,0.00
-640,,,27-Jul-05,340,SB,20,2,P,1,,6,3,166,5,2,3,,0.320555094,39.578125,1,2,0,3,2,0.00,,0.10
-615,,,27-Jul-05,0,SD,27,0,R,,,7,1,44,,,,,0.109609302,70.546875,1,0,0,3,0,,,0.00
619,1,0,27-Jul-05,0,SC,18,,P,1,150,2,,,,0,,31,0,72.203125,1,0,,5,2,,0.21,0.00
621,1,0,27-Jul-05,1,SO,23,,R,1,,2,1,,,,,,0.456198497,60.609375,1,0,0,3,0,,,0.00
-644,,,27-Jul-05,0,SO,19,0,P,,,9,1,,18,2,7,,0.305962051,53.8203125,,0,0,3,3,,,0.00
641,0,1,27-Jul-05,0,SC,19,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.05
624,0,1,27-Jul-05,0,SA,18,1,P,1,100,3,1,,16,0,34,,0.065920607,61.671875,1,1,150,3,-1,,0.00,0.06
628,0,1,27-Jul-05,0,SO,22,5,P,,4050,8,1,,13,4,29,216,0.170676493,46.6875,1,1,3448,3,3,,0.05,0.23
634,0,1,27-Jul-05,0,SA,20,1,P,,500,16,,,12,2,6,310,0.566334348,49.125,,0,,5,-1,,0.62,0.05
618,1,0,27-Jul-05,0,SM,23,5,H,,,,,,,,,,0,,,0,,5,-1,,,0.22
625,1,0,27-Jul-05,1,SO,19,,R,,,,,,,,,,0.229404042,97.984375,,0,,5,-1,,,0.00
-643,,,27-Jul-05,0,SO,19,1,P,,,,,,,,,,0,38.421875,,0,,5,-1,,,0.05
-637,,,27-Jul-05,1440,SO,29,0,R,,,14,2,1,,,,,0.130448379,67.671875,1,1,293,3,4,0.00,,0.00
